job_id,title,location,job_posting_url,application_url,job_state,experience_level,remote_allowed,salary,salary_band,skills,job_industry,company_name,experience_rank,cluster_id,is_anomaly
3736684097,Program Manager,"Portland, OR",https://www.linkedin.com/jobs/view/3736684097/?trk=jobs_biz_prem_srch,,OR,Not Specified,1,,0,"Information Technology, Project Management",Information Technology & Services,"Cira Tek, Inc",0,4,0
3736994600,Nurse Injector,"Norfolk, VA",https://www.linkedin.com/jobs/view/3736994600/?trk=jobs_biz_prem_srch,,VA,Not Specified,0,102500.0,5,,Hospitals and Health Care,MD Esthetics Brand,0,1,1
3738006446,Primary Care Nurse Practitioner / Physician Assistant,"Aitkin, MN",https://www.linkedin.com/jobs/view/3738006446/?trk=jobs_biz_prem_srch,,MN,Not Specified,0,,0,,,,0,1,0
3738844984,Fractional CFO,United States,https://www.linkedin.com/jobs/view/3738844984/?trk=jobs_biz_prem_srch,,,Not Specified,1,,0,"Finance, Sales",Accounting,Seafarer Consulting,0,4,0
3739446309,Administrative Assistant,"Bellevue, WA",https://www.linkedin.com/jobs/view/3739446309/?trk=jobs_biz_prem_srch,,WA,Not Specified,0,,0,Administrative,,AVANCE CONSULTING,0,1,0
3739478140,Distributor Sales Specialist,United States,https://www.linkedin.com/jobs/view/3739478140/?trk=jobs_biz_prem_srch,,,Not Specified,1,,0,"Business Development, Sales",Biotechnology Research,"Merakris Therapeutics, Inc.",0,4,0
3741582728,Outside Salesperson,New York City Metropolitan Area,https://www.linkedin.com/jobs/view/3741582728/?trk=jobs_biz_prem_srch,,,Associate,0,,0,"Business Development, Sales",Furniture and Home Furnishings Manufacturing,The Viscusi Group,3,1,0
3742627219,House Coordinator,"Iowa City, IA",https://www.linkedin.com/jobs/view/3742627219/?trk=jobs_biz_prem_srch,,IA,Not Specified,0,44720.0,2,,Home Health Care Services,The Bird House - Hospice Home of Johnson County,0,1,0
3742692445,Sr Data Engineer with Kafka,"Austin, TX",https://www.linkedin.com/jobs/view/3742692445/?trk=jobs_biz_prem_srch,,TX,Not Specified,1,,0,,IT Services and IT Consulting,ZenithMinds Inc,0,4,0
3743875708,Unpaid Internship: Development Team,United States,https://www.linkedin.com/jobs/view/3743875708/?trk=jobs_biz_prem_srch,,,Not Specified,1,,0,"Engineering, Information Technology",Higher Education,Bright Sparks,0,4,0
3744106614,Swiss Setup Operator,"Otsego, MN",https://www.linkedin.com/jobs/view/3744106614/?trk=jobs_biz_prem_srch,,MN,Not Specified,0,,0,"Management, Manufacturing",Medical Equipment Manufacturing,"P&F Machining, Inc.",0,1,0
3744936604,Chairperson,United States,https://www.linkedin.com/jobs/view/3744936604/?trk=jobs_biz_prem_srch,,,Not Specified,1,,0,"Business Development, Sales",Think Tanks,World Spirit of the Game Foundation (SotG Global),0,4,0
3745677818,Manager of Human Resources,"New York, NY",https://www.linkedin.com/jobs/view/3745677818/?trk=jobs_biz_prem_srch,,NY,Not Specified,0,87500.0,4,Human Resources,"Museums, Historical Sites, and Zoos",The Morgan Library & Museum,0,1,0
3747072157,Project Manager,"Oxnard, CA",https://www.linkedin.com/jobs/view/3747072157/?trk=jobs_biz_prem_srch,,CA,Not Specified,0,116000.0,5,"Information Technology, Project Management",Construction,"Blois Construction, Inc.",0,2,1
3748229910,People Manager or Workplace Counselor,"Denver, CO",https://www.linkedin.com/jobs/view/3748229910/?trk=jobs_biz_prem_srch,,CO,Not Specified,0,39000.0,1,Human Resources,Higher Education,1080 Learning Center,0,1,0
3748720888,Electrician Mechanic,"Irving, TX",https://www.linkedin.com/jobs/view/3748720888/?trk=jobs_biz_prem_srch,,TX,Not Specified,0,,0,"Management, Manufacturing",Staffing and Recruiting,Horizon America Staffing,0,3,0
3748909502,2+ years Attorney,"Braintree, MA",https://www.linkedin.com/jobs/view/3748909502/?trk=jobs_biz_prem_srch,,MA,Not Specified,0,,0,Legal,Law Practice,"Allcock & Marcus, LLC",0,1,0
3752057112,Social Media Manager,United States,https://www.linkedin.com/jobs/view/3752057112/?trk=jobs_biz_prem_srch,,,Not Specified,1,,0,"Marketing, Sales",Public Relations and Communications Services,"Betsy Bash, LLC",0,4,0
3753758156,"Electronics Technician: Production, Service and Testing","Bedford Heights, OH",https://www.linkedin.com/jobs/view/3753758156/?trk=jobs_biz_prem_srch,,OH,Not Specified,0,,0,,Retail Office Equipment,"Bridge Analyzers, Inc.",0,1,0
3755323506,Accounts Payable Specialist,"San Diego, CA",https://www.linkedin.com/jobs/view/3755323506/?trk=jobs_biz_prem_srch,,CA,Not Specified,0,55120.0,2,"Accounting/Auditing, Finance","Appliances, Electrical, and Electronics Manufacturing",iTECH,0,1,0
3756640753,Real Estate Agent,United States,https://www.linkedin.com/jobs/view/3756640753/?trk=jobs_biz_prem_srch,https://morethanajob.net/join-keller-williams,,Not Specified,1,,0,"Management, Sales",Real Estate,"Keller Williams Realty, Inc.",0,4,1
3757672875,Care Coordinator,United States,https://www.linkedin.com/jobs/view/3757672875/?trk=jobs_biz_prem_srch,,,Not Specified,1,52000.0,2,Other,Hospitals and Health Care,Somnea Health,0,4,0
3758935273,Marketing Coordinator,"Southlake, TX",https://www.linkedin.com/jobs/view/3758935273/?trk=jobs_biz_prem_srch,,TX,Not Specified,0,,0,"Marketing, Sales",Construction,Riverbend Sandler Pools,0,1,0
3761818635,Staff Accountant,"Twinsburg, OH",https://www.linkedin.com/jobs/view/3761818635/?trk=jobs_biz_prem_srch,,OH,Not Specified,0,60000.0,3,"Accounting/Auditing, Finance",Motor Vehicle Manufacturing,MAVAL Industries LLC,0,1,0
3761942097,Founding High School Science Teacher,"Brooklyn, NY",https://www.linkedin.com/jobs/view/3761942097/?trk=jobs_biz_prem_srch,,NY,Not Specified,0,87500.0,4,"Education, Training",Education Administration Programs,Bedford Stuyvesant New Beginnings Charter School,0,1,0
3762860888,Field Sales Representative,"Miami, FL",https://www.linkedin.com/jobs/view/3762860888/?trk=jobs_biz_prem_srch,,FL,Not Specified,0,36400.0,1,"Business Development, Sales",Non-profit Organizations,PETCHEFY,0,1,0
3763494664,Help Desk Analyst,Huntsville-Decatur-Albertville Area,https://www.linkedin.com/jobs/view/3763494664/?trk=jobs_biz_prem_srch,,,Not Specified,0,,0,Information Technology,Hospitals and Health Care,HAPPI Health,0,1,0
3764329709,Research Technician,"Little Rock, AR",https://www.linkedin.com/jobs/view/3764329709/?trk=jobs_biz_prem_srch,,AR,Not Specified,0,31200.0,1,"Analyst, Information Technology, Research",Hospitals and Health Care,UAMS - University of Arkansas for Medical Sciences,0,3,0
3765212611,Youth Coach,"Conroe, TX",https://www.linkedin.com/jobs/view/3765212611/?trk=jobs_biz_prem_srch,,TX,Not Specified,0,45000.0,2,Other,Individual and Family Services,Angel Reach,0,1,0
3765433504,Freelance,United States,https://www.linkedin.com/jobs/view/3765433504/?trk=jobs_biz_prem_srch,,,Not Specified,1,,0,,Translation and Localization,Multiple Network Solutions,0,4,0
3766290342,Clinical Manager - RN,"Houston, TX",https://www.linkedin.com/jobs/view/3766290342/?trk=jobs_biz_prem_srch,,TX,Not Specified,0,85000.0,4,Health Care Provider,Hospitals and Health Care,Varco Home Health & Hospice,0,1,0
3766973763,Associate Attorney,"Garden City, NY",https://www.linkedin.com/jobs/view/3766973763/?trk=jobs_biz_prem_srch,,NY,Not Specified,0,,0,Legal,IT Services and IT Consulting,"Amogha Group, INC",0,1,0
3767020403,Nurse Practitioner,"Carmel, NY",https://www.linkedin.com/jobs/view/3767020403/?trk=jobs_biz_prem_srch,,NY,Not Specified,0,,0,Health Care Provider,Hospitals and Health Care,Arms Acres,0,1,0
3767035869,Records Specialist & Academic Scheduler,"Miami, FL",https://www.linkedin.com/jobs/view/3767035869/?trk=jobs_biz_prem_srch,,FL,Not Specified,0,98800.0,4,,Primary and Secondary Education,Miami Country Day School,0,1,0
3769036399,Community Association Manager- Portfolio,"Morehead City, NC",https://www.linkedin.com/jobs/view/3769036399/?trk=jobs_biz_prem_srch,,NC,Not Specified,0,49000.0,2,"Finance, Sales",Real Estate,CAMS (Community Association Management Services),0,1,0
3769518300,Wellness Associate,"Malvern, PA",https://www.linkedin.com/jobs/view/3769518300/?trk=jobs_biz_prem_srch,,PA,Not Specified,0,46800.0,2,,Wellness and Fitness Services,beem Light Sauna,0,1,0
3769551683,Accountant,"Lutcher, LA",https://www.linkedin.com/jobs/view/3769551683/?trk=jobs_biz_prem_srch,https://tinyurl.com/sjphcareers,LA,Not Specified,0,,0,"Accounting/Auditing, Finance",Hospitals and Health Care,St. James Parish Hospital,0,1,0
3770151266,Technician,"Omaha, NE",https://www.linkedin.com/jobs/view/3770151266/?trk=jobs_biz_prem_srch,,NE,Not Specified,0,,0,"Engineering, Information Technology",Machinery Manufacturing,Nebraska Hoist & Crane,0,1,0
3771168117,Digital Marketing Intern,United States,https://www.linkedin.com/jobs/view/3771168117/?trk=jobs_biz_prem_srch,https://redkrypton.com/red-krypton-summer-internship-2024/,,Not Specified,1,26000.0,1,"Marketing, Sales",Advertising Services,Red Krypton,0,4,0
3773070651,Veterinary Technician Manager,"Littleton, CO",https://www.linkedin.com/jobs/view/3773070651/?trk=jobs_biz_prem_srch,,CO,Not Specified,0,67500.0,3,Health Care Provider,Veterinary Services,COLORADO VETERINARY SPECIALTY GROUP,0,1,0
3773564741,Resolution Analyst,"Kalamazoo, MI",https://www.linkedin.com/jobs/view/3773564741/?trk=jobs_biz_prem_srch,,MI,Not Specified,0,,0,,Software Development,SalesPage Technologies,0,1,0
3774103540,Commercial Loan Officer,"Texas, United States",https://www.linkedin.com/jobs/view/3774103540/?trk=jobs_biz_prem_srch,,,Not Specified,1,,0,"Finance, Sales",Real Estate,Commercial Partners of Texas,0,4,0
3774870894,Product Support Specialist,San Francisco Bay Area,https://www.linkedin.com/jobs/view/3774870894/?trk=jobs_biz_prem_srch,https://wellfound.com/l/2zCtpw,,Not Specified,0,50035.0,2,,Insurance,Ascend,0,1,0
3776631402,Creative Development Intern,"Manhattan, NY",https://www.linkedin.com/jobs/view/3776631402/?trk=jobs_biz_prem_srch,,NY,Not Specified,0,37440.0,1,,Media Production,EverWonder Studio,0,1,0
3777016674,THEATRE Instructor for Speech Communication & Theatre Department,"Greenville, SC",https://www.linkedin.com/jobs/view/3777016674/?trk=jobs_biz_prem_srch,https://gvltec.csod.com/ux/ats/careersite/1/home/requisition/1727?c=gvltec,SC,Not Specified,0,,0,,Higher Education,Greenville Technical College,0,3,0
3777765500,Booking Producer,United States,https://www.linkedin.com/jobs/view/3777765500/?trk=jobs_biz_prem_srch,,,Not Specified,1,42000.0,2,"Art/Creative, Design, Information Technology",,,0,4,1
3778036844,Family Physician,"Poolesville, MD",https://www.linkedin.com/jobs/view/3778036844/?trk=jobs_biz_prem_srch,,MD,Not Specified,0,225000.0,7,Health Care Provider,Hospitals and Health Care,POOLESVILLE FAMILY PRACTICE,0,2,1
3778723781,Registered Nurse RN - Medical ICU MICU - PT Nights,"Gainesville, GA",https://www.linkedin.com/jobs/view/3778723781/?trk=jobs_biz_prem_srch,https://nghs.wd1.myworkdayjobs.com/External/job/Gainesville-GA/Registered-Nurse-RN---Medical-ICU-MICU---PT-Nights_R9532-1,GA,Mid-Senior level,0,,0,Health Care Provider,Hospitals and Health Care,Northeast Georgia Health System,4,0,0
3779260325,Assistant Buyer / Receiving,"Coffeyville, KS",https://www.linkedin.com/jobs/view/3779260325/?trk=jobs_biz_prem_srch,,KS,Not Specified,0,,0,"Purchasing, Supply Chain",Retail,Thompson-Brothers-Supply,0,1,0
3780003361,Mechanical Design Engineering Manager,"Iowa, United States",https://www.linkedin.com/jobs/view/3780003361/?trk=jobs_biz_prem_srch,,,Mid-Senior level,0,140000.0,5,"Engineering, Manufacturing","Appliances, Electrical, and Electronics Manufacturing",,4,2,0
3780415828,Technical Business Analyst,"Albany, NY",https://www.linkedin.com/jobs/view/3780415828/?trk=jobs_biz_prem_srch,,NY,Not Specified,0,70000.0,3,"Business Development, Sales",Financial Services,CapAcuity,0,1,0
3782349432,Commercial Appraiser Manager,"Palatka, FL",https://www.linkedin.com/jobs/view/3782349432/?trk=jobs_biz_prem_srch,,FL,Not Specified,0,,0,"Management, Sales",,,0,1,0
3782409045,Senior Linux/RedHat Engineer,United States,https://www.linkedin.com/jobs/view/3782409045/?trk=jobs_biz_prem_srch,,,Not Specified,1,,0,Information Technology,IT Services and IT Consulting,Vtechys,0,4,0
3782812525,Salesperson,United States,https://www.linkedin.com/jobs/view/3782812525/?trk=jobs_biz_prem_srch,,,Not Specified,1,,0,"Business Development, Sales",Retail,Terra Forza Golf,0,4,0
3783977901,Content Manager (INTERNSHIP),"Austin, Texas Metropolitan Area",https://www.linkedin.com/jobs/view/3783977901/?trk=jobs_biz_prem_srch,,,Not Specified,0,,0,"Marketing, Public Relations, Writing/Editing",Staffing and Recruiting,HeyHire,0,1,0
3783979663,Upper School Mathematics Teacher,"Huntsville, AL",https://www.linkedin.com/jobs/view/3783979663/?trk=jobs_biz_prem_srch,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=e6deffda-3ccd-4d7f-a6bf-5c15e508548e&ccId=19000101_000001&lang=en_US,AL,Not Specified,0,,0,,Primary and Secondary Education,"Randolph School, Huntsville",0,1,0
3784021865,Project Estimator,"Madison, WI",https://www.linkedin.com/jobs/view/3784021865/?trk=jobs_biz_prem_srch,,WI,Not Specified,0,70000.0,3,"Management, Manufacturing",Construction,Thompson Kane Concrete,0,1,0
3784077709,Psychotherapist in Private Practice,"New York, NY",https://www.linkedin.com/jobs/view/3784077709/?trk=jobs_biz_prem_srch,,NY,Not Specified,0,,0,Health Care Provider,,,0,1,0
3784120102,Artificial Intelligence Engineer Intern - Chatbot,United States,https://www.linkedin.com/jobs/view/3784120102/?trk=jobs_biz_prem_srch,,,Not Specified,1,,0,,E-Learning Providers,OTB English,0,4,0
3784367296,Science Teacher,"Boston, MA",https://www.linkedin.com/jobs/view/3784367296/?trk=jobs_biz_prem_srch,,MA,Not Specified,0,,0,"Education, Training",Primary and Secondary Education,The Roxbury Latin School,0,1,0
3784435614,"Staff Engineer (Geotechnical, Geological or Mining)","Tucson, AZ",https://www.linkedin.com/jobs/view/3784435614/?trk=jobs_biz_prem_srch,https://www.cnitucson.com/careers.html,AZ,Not Specified,0,,0,"Engineering, Information Technology",Mining,Call & Nicholas,0,1,0
3785146504,Physical Therapist Tech,"Carlsbad, CA",https://www.linkedin.com/jobs/view/3785146504/?trk=jobs_biz_prem_srch,,CA,Not Specified,0,39520.0,1,,Medical Practices,Atala Physical Therapy,0,1,0
3785849500,Speech Language Pathologist,"Florida, United States",https://www.linkedin.com/jobs/view/3785849500/?trk=jobs_biz_prem_srch,,,Not Specified,1,,0,Health Care Provider,,,0,4,1
3787279047,Real Estate Sales Agent,"Austin, Texas Metropolitan Area",https://www.linkedin.com/jobs/view/3787279047/?trk=jobs_biz_prem_srch,,,Not Specified,0,240000.0,7,"Management, Sales",Real Estate,The Moorhead Team,0,2,1
3787503302,Associate Director of Individual Giving,United States,https://www.linkedin.com/jobs/view/3787503302/?trk=jobs_biz_prem_srch,,,Not Specified,1,101000.0,5,Other,Non-profit Organizations,Bend the Arc: A Jewish Partnership for Justice,0,4,1
3787839455,Building Maintenance Manager,"Elizabeth, NJ",https://www.linkedin.com/jobs/view/3787839455/?trk=jobs_biz_prem_srch,,NJ,Not Specified,0,117500.0,5,"Management, Manufacturing","Transportation, Logistics, Supply Chain and Storage",Cold Storage Recruiting,0,1,1
3788295344,Veterinarian,"Farmington, MN",https://www.linkedin.com/jobs/view/3788295344/?trk=jobs_biz_prem_srch,,MN,Not Specified,0,,0,Health Care Provider,,,0,1,0
3788738919,Armed Security Guard,"Bel Air, MD",https://www.linkedin.com/jobs/view/3788738919/?trk=jobs_biz_prem_srch,,MD,Not Specified,0,,0,"Information Technology, Management, Other",,,0,1,0
3788980998,Senior Account Executive,"Dallas, TX",https://www.linkedin.com/jobs/view/3788980998/?trk=jobs_biz_prem_srch,,TX,Mid-Senior level,0,,0,Customer Service,Insurance,Marsh McLennan Agency,4,0,0
3789379757,Bench Store Manager,"Portland, OR",https://www.linkedin.com/jobs/view/3789379757/?trk=jobs_biz_prem_srch,,OR,Mid-Senior level,0,,0,Management,Retail,DICK'S Sporting Goods,4,0,0
3789402808,Customer Service Specialist,"Baton Rouge, LA",https://www.linkedin.com/jobs/view/3789402808/?trk=jobs_biz_prem_srch,,LA,Not Specified,0,,0,,Pharmaceutical Manufacturing,SOLA Pharmaceuticals,0,1,0
3790001722,Financial Advisor,"Red Bank, NJ",https://www.linkedin.com/jobs/view/3790001722/?trk=jobs_biz_prem_srch,,NJ,Not Specified,0,102500.0,5,"Finance, Sales",Financial Services,Shah Financial,0,1,1
3791290709,Creative and Social Intern,"Miami, FL",https://www.linkedin.com/jobs/view/3791290709/?trk=jobs_biz_prem_srch,,FL,Not Specified,0,,0,"Marketing, Sales",Public Relations and Communications Services,IHC Agency,0,1,0
3792233622,Receptionist/Data Entry,"Jupiter, FL",https://www.linkedin.com/jobs/view/3792233622/?trk=jobs_biz_prem_srch,,FL,Not Specified,0,45760.0,2,,Construction,PB Built,0,1,0
3792245483,Sales Business Development Executive,"El Segundo, CA",https://www.linkedin.com/jobs/view/3792245483/?trk=jobs_biz_prem_srch,,CA,Not Specified,0,,0,"Business Development, Sales",Truck Transportation,Dimerco Express Group,0,3,0
3792362600,Social Media Marketing Intern,United States,https://www.linkedin.com/jobs/view/3792362600/?trk=jobs_biz_prem_srch,,,Not Specified,1,,0,"Marketing, Sales",Software Development,Peariwinkle,0,4,0
3792413736,Brand Ambassador/Local Market Expert,United States,https://www.linkedin.com/jobs/view/3792413736/?trk=jobs_biz_prem_srch,,,Not Specified,1,,0,,Education Administration Programs,Brains & Motion Education,0,4,0
3792953441,Project Manager,"Austin, Texas Metropolitan Area",https://www.linkedin.com/jobs/view/3792953441/?trk=jobs_biz_prem_srch,,,Not Specified,0,,0,"Information Technology, Project Management","Transportation, Logistics, Supply Chain and Storage","XACT WAREHOUSE SOLUTIONS, LLC",0,1,0
3794063618,Entry-Level Ecologist,"Columbus, Ohio Metropolitan Area",https://www.linkedin.com/jobs/view/3794063618/?trk=jobs_biz_prem_srch,,,Not Specified,0,48500.0,2,"Analyst, Information Technology, Research",Environmental Services,"Lawhon & Associates, Inc.",0,1,0
3794986432,Engineers / Marketing / Various,United States,https://www.linkedin.com/jobs/view/3794986432/?trk=jobs_biz_prem_srch,,,Not Specified,1,,0,,IT Services and IT Consulting,GlobalStake,0,4,0
3795134838,backend Java developer,"Austin, TX",https://www.linkedin.com/jobs/view/3795134838/?trk=jobs_biz_prem_srch,,TX,Not Specified,0,,0,"Engineering, Information Technology",IT Services and IT Consulting,TekisHub Consulting Services,0,3,0
3795138975,Personal Assistant to Controller,"Detroit, MI",https://www.linkedin.com/jobs/view/3795138975/?trk=jobs_biz_prem_srch,,MI,Not Specified,0,,0,Administrative,,,0,1,0
3795149962,"Field Office ISSM - Open Rank-RS-Albuquerque, NM","Albuquerque, NM",https://www.linkedin.com/jobs/view/3795149962/?trk=jobs_biz_prem_srch,https://careers.gtri.gatech.edu/cw/en-us/job/499264/field-office-issm-open-rankrsalbuquerque-nm,NM,Entry level,0,,0,Administrative,Research Services,Georgia Tech Research Institute,2,3,0
3795156068,"Field Office ISSM - Open Rank-RS-Albuquerque, NM","Albuquerque, NM",https://www.linkedin.com/jobs/view/3795156068/?trk=jobs_biz_prem_srch,https://careers.gtri.gatech.edu/cw/en-us/job/499263/field-office-issm-open-rankrsalbuquerque-nm,NM,Entry level,0,,0,Administrative,Research Services,Georgia Tech Research Institute,2,3,0
3795156313,Logistics Specialist,"Plymouth, MN",https://www.linkedin.com/jobs/view/3795156313/?trk=jobs_biz_prem_srch,,MN,Not Specified,0,,0,"Management, Manufacturing",Wholesale Import and Export,Agrex Inc.,0,1,0
3797449314,Cloud Platform/ Big Data Engineer,"Michigan, United States",https://www.linkedin.com/jobs/view/3797449314/?trk=jobs_biz_prem_srch,,,Entry level,0,,0,Engineering,IT Services and IT Consulting,"Subaru Research and Development, Inc",2,1,0
3797460723,Assistant Landscape Architect,"Franklin, TN",https://www.linkedin.com/jobs/view/3797460723/?trk=jobs_biz_prem_srch,,TN,Not Specified,0,60000.0,3,"Art/Creative, Design, Information Technology",Architecture and Planning,Gamble Design Collaborative,0,1,0
3798453023,VP Ecommerce,United States,https://www.linkedin.com/jobs/view/3798453023/?trk=jobs_biz_prem_srch,,,Not Specified,1,,0,"Management, Manufacturing",Wellness and Fitness Services,Sunsoil,0,4,0
3798658570,Senior Staffing Specialist,"Sedalia, MO",https://www.linkedin.com/jobs/view/3798658570/?trk=jobs_biz_prem_srch,https://dukemfg.aaimtrack.com/jobs/1092897,MO,Not Specified,0,,0,Human Resources,"Appliances, Electrical, and Electronics Manufacturing",Duke Manufacturing Co.,0,1,0
3799217187,Sales And Marketing Specialist,United States,https://www.linkedin.com/jobs/view/3799217187/?trk=jobs_biz_prem_srch,,,Not Specified,1,,0,"Business Development, Sales",,,0,4,1
3799458858,Program Associate,"Louisiana, United States",https://www.linkedin.com/jobs/view/3799458858/?trk=jobs_biz_prem_srch,,,Not Specified,1,55000.0,2,Administrative,Non-profit Organizations,Southeastern Wind Coalition,0,4,0
3800272386,Data Science Software Engineer,United States,https://www.linkedin.com/jobs/view/3800272386/?trk=jobs_biz_prem_srch,,,Not Specified,1,,0,,IT Services and IT Consulting,Sovrinti,0,4,0
3800989742,Data Engineer/ETL,"Hartford, CT",https://www.linkedin.com/jobs/view/3800989742/?trk=jobs_biz_prem_srch,,CT,Not Specified,0,,0,Information Technology,IT Services and IT Consulting,SilverSpace Technologies Inc,0,1,0
3801646969,Project Manager,"Metro Detroit, MI",https://www.linkedin.com/jobs/view/3801646969/?trk=jobs_biz_prem_srch,,MI,Not Specified,0,90000.0,4,"Information Technology, Project Management",Business Consulting and Services,PAP Consulting Services,0,1,0
3802026770,Hiring a Contract Lawyer with Probate Experience,"Phoenix, AZ",https://www.linkedin.com/jobs/view/3802026770/?trk=jobs_biz_prem_srch,,AZ,Not Specified,0,317200.0,7,Legal,Law Practice,"Sudden Wealth Protection Law, PLC",0,2,1
3802335735,Email Copywriter,United States,https://www.linkedin.com/jobs/view/3802335735/?trk=jobs_biz_prem_srch,,,Not Specified,1,,0,,Marketing Services,Kessel Media Group,0,4,0
3802339957,Claim Manager,United States,https://www.linkedin.com/jobs/view/3802339957/?trk=jobs_biz_prem_srch,,,Not Specified,1,,0,,Business Consulting and Services,Euclid File Solutions LLC,0,4,0
3802602037,Mobile Application Developer,"Michigan, United States",https://www.linkedin.com/jobs/view/3802602037/?trk=jobs_biz_prem_srch,,,Entry level,0,,0,"Engineering, Information Technology",Motor Vehicle Manufacturing,"Subaru Research and Development, Inc",2,1,0
3803052628,Flight Software Engineer,"Webster, TX",https://www.linkedin.com/jobs/view/3803052628/?trk=jobs_biz_prem_srch,,TX,Mid-Senior level,0,155000.0,6,Engineering,Defense and Space Manufacturing,Insight Global,4,2,0
3803055615,Financial Services Representative,United States,https://www.linkedin.com/jobs/view/3803055615/?trk=jobs_biz_prem_srch,,,Not Specified,1,125002.5,5,"Finance, Sales",Financial Services,"Five Rings Financial, LLC",0,4,1
3803659249,BI Reporting Lead,"Stamford, CT",https://www.linkedin.com/jobs/view/3803659249/?trk=jobs_biz_prem_srch,,CT,Not Specified,0,,0,"Business Development, Sales",Software Development,Diverse Lynx,0,3,0
3804603307,Journeyman Electrician,San Diego Metropolitan Area,https://www.linkedin.com/jobs/view/3804603307/?trk=jobs_biz_prem_srch,,,Not Specified,0,95680.0,4,"Management, Manufacturing",Construction,CMD Electric,0,1,0
3804822096,Investor Relations Associate,United States,https://www.linkedin.com/jobs/view/3804822096/?trk=jobs_biz_prem_srch,,,Not Specified,1,72500.0,3,"Finance, Sales",Financial Services,MZ North America,0,4,0
3805103054,Literature Review Panel Member,United States,https://www.linkedin.com/jobs/view/3805103054/?trk=jobs_biz_prem_srch,,,Not Specified,1,,0,,Non-profit Organizations,Celestial Point Incorporated,0,4,0
3808471710,Commercial Real Estate Broker,"New York, NY",https://www.linkedin.com/jobs/view/3808471710/?trk=jobs_biz_prem_srch,,NY,Mid-Senior level,0,,0,Sales,Real Estate,Besen Partners,4,0,0
3808735054,Group Fitness Instructor,Greater Tampa Bay Area,https://www.linkedin.com/jobs/view/3808735054/?trk=jobs_biz_prem_srch,,,Not Specified,0,,0,Other,Health and Human Services,DonQ fitness,0,1,0
3808747564,Electrical Hardware Engineer,"Hollywood, MD",https://www.linkedin.com/jobs/view/3808747564/?trk=jobs_biz_prem_srch,https://parraidllc.applicantstack.com/x/detail/a2jqxp93qv7g,MD,Not Specified,0,,0,"Engineering, Information Technology","Appliances, Electrical, and Electronics Manufacturing","Parraid, LLC",0,1,0
3809032639,Marketing Intern,"Costa Mesa, CA",https://www.linkedin.com/jobs/view/3809032639/?trk=jobs_biz_prem_srch,,CA,Not Specified,0,,0,"Marketing, Sales",Individual and Family Services,Project Hope Alliance,0,1,0
3809698192,Superintendent (High-End Tenant Interiors),"Los Angeles, CA",https://www.linkedin.com/jobs/view/3809698192/?trk=jobs_biz_prem_srch,,CA,Not Specified,0,,0,"Management, Manufacturing",Staffing and Recruiting,Red Tail Group,0,1,0
3811513595,Videographer Intern,"Los Angeles, CA",https://www.linkedin.com/jobs/view/3811513595/?trk=jobs_biz_prem_srch,,CA,Not Specified,0,41600.0,2,"Marketing, Public Relations, Writing/Editing","Technology, Information and Media",Cage Riot,0,1,0
3812656624,Contract Licensed Clinical or Counseling Psychologist,United States,https://www.linkedin.com/jobs/view/3812656624/?trk=jobs_biz_prem_srch,,,Not Specified,1,,0,Health Care Provider,Mental Health Care,INSPIRE Psychological Wellness,0,4,0
3812809624,Marketing and Events Manager,"Arlington, VA",https://www.linkedin.com/jobs/view/3812809624/?trk=jobs_biz_prem_srch,,VA,Not Specified,0,,0,"Management, Manufacturing",Public Health,Medical Device Innovation Consortium (MDIC),0,1,0
3812814309,"Senior Director, Clinical Pharmacology & Quantitative Pharmacology (CPQP)- ADC","Gaithersburg, MD",https://www.linkedin.com/jobs/view/3812814309/?trk=jobs_biz_prem_srch,https://astrazeneca.wd3.myworkdayjobs.com/Careers/job/US---Gaithersburg---MD/Senior-Director--Clinical-Pharmacology---Quantitative-Pharmacology--CPQP---ADC_R-190285-1/apply?source=Linkedin,MD,Mid-Senior level,0,,0,"Analyst, Information Technology, Research",Pharmaceutical Manufacturing,AstraZeneca,4,0,0
3813135937,Social Media Account Coordinator,"Denver, CO",https://www.linkedin.com/jobs/view/3813135937/?trk=jobs_biz_prem_srch,,CO,Not Specified,0,42500.0,2,"Marketing, Sales",Public Relations and Communications Services,Prim + Co,0,1,0
3813645405,Data Analyst,"Queens, NY",https://www.linkedin.com/jobs/view/3813645405/?trk=jobs_biz_prem_srch,,NY,Not Specified,0,,0,Information Technology,"Technology, Information and Internet",Tenazx Inc,0,1,0
3813844724,Quantitative Researcher - Semi-Systematic Credit,United States,https://www.linkedin.com/jobs/view/3813844724/?trk=jobs_biz_prem_srch,,,Not Specified,1,,0,"Finance, Sales",Business Consulting and Services,Azure Sky Management Consulting,0,4,1
3814231424,Dispensary Owner,United States,https://www.linkedin.com/jobs/view/3814231424/?trk=jobs_biz_prem_srch,,,Not Specified,1,,0,"Business Development, Sales",,,0,4,1
3814546942,MultiMedia Art Director,"Raleigh, NC",https://www.linkedin.com/jobs/view/3814546942/?trk=jobs_biz_prem_srch,,NC,Not Specified,0,72500.0,3,"Art/Creative, Design, Information Technology",Advertising Services,Able&Co.,0,1,0
